id,quality
15222,6.0
15223,6.0
15224,7.0
15225,7.0
15226,6.0
15227,7.0
15228,6.0
15229,7.0
15230,6.0
15231,7.0
15232,6.0
15233,7.0
15234,7.0
15235,6.0
15236,6.0
15237,6.0
15238,7.0
15239,6.0
15240,6.0
15241,7.0
15242,6.0
15243,6.0
15244,6.0
15245,7.0
15246,7.0
15247,6.0
15248,7.0
15249,6.0
15250,6.0
15251,6.0
15252,6.0
15253,6.0
15254,6.0
15255,6.0
15256,6.0
15257,6.0
15258,6.0
15259,7.0
15260,6.0
15261,7.0
15262,6.0
15263,6.0
15264,7.0
15265,6.0
15266,6.0
15267,6.0
15268,6.0
15269,7.0
15270,7.0
15271,6.0
15272,6.0
15273,6.0
15274,6.0
15275,6.0
15276,7.0
15277,6.0
15278,6.0
15279,6.0
15280,6.0
15281,6.0
15282,6.0
15283,6.0
15284,6.0
15285,6.0
15286,6.0
15287,6.0
15288,6.0
15289,7.0
15290,7.0
15291,6.0
15292,7.0
15293,7.0
15294,6.0
15295,6.0
15296,7.0
15297,6.0
15298,6.0
15299,6.0
15300,6.0
15301,6.0
15302,6.0
15303,6.0
15304,6.0
15305,7.0
15306,6.0
15307,7.0
15308,6.0
15309,7.0
15310,6.0
15311,6.0
15312,6.0
15313,6.0
15314,6.0
15315,7.0
15316,7.0
15317,6.0
15318,6.0
15319,7.0
15320,6.0
15321,6.0
15322,6.0
15323,6.0
15324,7.0
15325,7.0
15326,6.0
15327,6.0
15328,6.0
15329,7.0
15330,6.0
15331,6.0
15332,7.0
15333,7.0
15334,6.0
15335,6.0
15336,6.0
15337,7.0
15338,6.0
15339,6.0
15340,7.0
15341,6.0
15342,6.0
15343,7.0
15344,7.0
15345,6.0
15346,6.0
15347,7.0
15348,6.0
15349,6.0
15350,7.0
15351,7.0
15352,6.0
15353,6.0
15354,6.0
15355,7.0
15356,7.0
15357,6.0
15358,6.0
15359,6.0
15360,7.0
15361,7.0
15362,7.0
15363,6.0
15364,7.0
15365,6.0
15366,6.0
15367,6.0
15368,7.0
15369,6.0
15370,6.0
15371,6.0
15372,6.0
15373,7.0
15374,7.0
15375,7.0
15376,6.0
15377,6.0
15378,6.0
15379,6.0
15380,6.0
15381,6.0
15382,7.0
15383,6.0
15384,6.0
15385,6.0
15386,6.0
15387,6.0
15388,6.0
15389,6.0
15390,6.0
15391,6.0
15392,7.0
15393,6.0
15394,7.0
15395,6.0
15396,7.0
15397,7.0
15398,6.0
15399,6.0
15400,6.0
15401,7.0
15402,6.0
15403,6.0
15404,6.0
15405,7.0
15406,6.0
15407,6.0
15408,6.0
15409,7.0
15410,6.0
15411,6.0
15412,7.0
15413,6.0
15414,6.0
15415,7.0
15416,6.0
15417,6.0
15418,7.0
15419,6.0
15420,6.0
15421,6.0
15422,6.0
15423,6.0
15424,6.0
15425,6.0
15426,7.0
15427,7.0
15428,6.0
15429,6.0
15430,6.0
15431,7.0
15432,6.0
15433,7.0
15434,7.0
15435,7.0
15436,6.0
15437,6.0
15438,6.0
15439,6.0
15440,7.0
15441,6.0
15442,7.0
15443,7.0
15444,6.0
15445,6.0
15446,7.0
15447,7.0
15448,6.0
15449,6.0
15450,6.0
15451,6.0
15452,6.0
15453,6.0
15454,7.0
15455,6.0
15456,7.0
15457,6.0
15458,6.0
15459,6.0
15460,6.0
15461,7.0
15462,6.0
15463,7.0
15464,6.0
15465,6.0
15466,7.0
15467,6.0
15468,7.0
15469,6.0
15470,6.0
15471,6.0
15472,7.0
15473,6.0
15474,6.0
15475,6.0
15476,6.0
15477,7.0
15478,7.0
15479,6.0
15480,6.0
15481,6.0
15482,6.0
15483,6.0
15484,7.0
15485,7.0
15486,6.0
15487,7.0
15488,6.0
15489,6.0
15490,7.0
15491,6.0
15492,6.0
15493,6.0
15494,7.0
15495,6.0
15496,6.0
15497,7.0
15498,6.0
15499,6.0
15500,6.0
15501,6.0
15502,6.0
15503,6.0
15504,6.0
15505,7.0
15506,6.0
15507,7.0
15508,6.0
15509,7.0
15510,6.0
15511,7.0
15512,6.0
15513,7.0
15514,7.0
15515,7.0
15516,7.0
15517,7.0
15518,6.0
15519,6.0
15520,6.0
15521,6.0
15522,6.0
15523,6.0
15524,6.0
15525,6.0
15526,6.0
15527,7.0
15528,7.0
15529,7.0
15530,7.0
15531,7.0
15532,6.0
15533,6.0
15534,6.0
15535,7.0
15536,6.0
15537,6.0
15538,7.0
15539,6.0
15540,6.0
15541,7.0
15542,6.0
15543,6.0
15544,7.0
15545,7.0
15546,6.0
15547,7.0
15548,7.0
15549,6.0
15550,6.0
15551,6.0
15552,6.0
15553,7.0
15554,6.0
15555,6.0
15556,6.0
15557,6.0
15558,7.0
15559,6.0
15560,7.0
15561,6.0
15562,6.0
15563,6.0
15564,7.0
15565,6.0
15566,6.0
15567,7.0
15568,7.0
15569,6.0
15570,7.0
15571,6.0
15572,6.0
15573,6.0
15574,6.0
15575,6.0
15576,6.0
15577,6.0
15578,6.0
15579,6.0
15580,7.0
15581,6.0
15582,6.0
15583,6.0
15584,7.0
15585,7.0
15586,6.0
15587,6.0
15588,6.0
15589,7.0
15590,6.0
15591,6.0
15592,6.0
15593,7.0
15594,6.0
15595,7.0
15596,7.0
15597,6.0
15598,6.0
15599,6.0
15600,6.0
15601,7.0
15602,6.0
15603,6.0
15604,6.0
15605,7.0
15606,6.0
15607,6.0
15608,7.0
15609,6.0
15610,7.0
15611,6.0
15612,7.0
15613,7.0
15614,7.0
15615,7.0
15616,6.0
15617,6.0
15618,6.0
15619,6.0
15620,6.0
15621,6.0
15622,6.0
15623,6.0
15624,7.0
15625,6.0
15626,6.0
15627,6.0
15628,6.0
15629,6.0
15630,7.0
15631,6.0
15632,6.0
15633,6.0
15634,6.0
15635,6.0
15636,7.0
15637,6.0
15638,6.0
15639,6.0
15640,7.0
15641,6.0
15642,6.0
15643,6.0
15644,7.0
15645,7.0
15646,6.0
15647,7.0
15648,6.0
15649,6.0
15650,7.0
15651,6.0
15652,6.0
15653,7.0
15654,6.0
15655,6.0
15656,7.0
15657,7.0
15658,7.0
15659,6.0
15660,6.0
15661,6.0
15662,6.0
15663,7.0
15664,6.0
15665,7.0
15666,7.0
15667,6.0
15668,6.0
15669,6.0
15670,6.0
15671,7.0
15672,6.0
15673,7.0
15674,7.0
15675,6.0
15676,6.0
15677,6.0
15678,6.0
15679,7.0
15680,7.0
15681,6.0
15682,7.0
15683,6.0
15684,6.0
15685,6.0
15686,6.0
15687,6.0
15688,6.0
15689,6.0
15690,6.0
15691,7.0
15692,6.0
15693,7.0
15694,7.0
15695,7.0
15696,6.0
15697,6.0
15698,6.0
15699,7.0
15700,7.0
15701,7.0
15702,6.0
15703,7.0
15704,6.0
15705,7.0
15706,7.0
15707,7.0
15708,7.0
15709,7.0
15710,6.0
15711,6.0
15712,6.0
15713,6.0
15714,6.0
15715,6.0
15716,7.0
15717,7.0
15718,6.0
15719,7.0
15720,6.0
15721,7.0
15722,6.0
15723,7.0
15724,7.0
15725,6.0
15726,7.0
15727,7.0
15728,7.0
15729,6.0
15730,6.0
15731,7.0
15732,6.0
15733,7.0
15734,6.0
15735,6.0
15736,6.0
15737,7.0
15738,7.0
15739,6.0
15740,7.0
15741,7.0
15742,6.0
15743,7.0
15744,6.0
15745,6.0
15746,6.0
15747,7.0
15748,6.0
15749,7.0
15750,6.0
15751,6.0
15752,7.0
15753,6.0
15754,7.0
15755,6.0
15756,7.0
15757,6.0
15758,6.0
15759,6.0
15760,6.0
15761,6.0
15762,6.0
15763,7.0
15764,6.0
15765,7.0
15766,7.0
15767,6.0
15768,6.0
15769,6.0
15770,6.0
15771,6.0
15772,7.0
15773,6.0
15774,6.0
15775,6.0
15776,7.0
15777,7.0
15778,6.0
15779,7.0
15780,7.0
15781,6.0
15782,7.0
15783,7.0
15784,6.0
15785,7.0
15786,7.0
15787,6.0
15788,7.0
15789,7.0
15790,6.0
15791,7.0
15792,6.0
15793,6.0
15794,6.0
15795,6.0
15796,7.0
15797,6.0
15798,7.0
15799,7.0
15800,6.0
15801,6.0
15802,6.0
15803,7.0
15804,6.0
15805,7.0
15806,6.0
15807,6.0
15808,7.0
15809,7.0
15810,6.0
15811,6.0
15812,7.0
15813,6.0
15814,7.0
15815,6.0
15816,6.0
15817,6.0
15818,6.0
15819,6.0
15820,6.0
15821,6.0
15822,6.0
15823,7.0
15824,6.0
15825,6.0
15826,6.0
15827,6.0
15828,6.0
15829,6.0
15830,7.0
15831,6.0
15832,6.0
15833,6.0
15834,6.0
15835,6.0
15836,6.0
15837,6.0
15838,6.0
15839,7.0
15840,7.0
15841,6.0
15842,6.0
15843,7.0
15844,6.0
15845,6.0
15846,6.0
15847,6.0
15848,6.0
15849,6.0
15850,6.0
15851,7.0
15852,7.0
15853,6.0
15854,6.0
15855,6.0
15856,6.0
15857,6.0
15858,6.0
15859,7.0
15860,6.0
15861,6.0
15862,7.0
15863,6.0
15864,6.0
15865,6.0
15866,6.0
15867,6.0
15868,6.0
15869,6.0
15870,6.0
15871,6.0
15872,6.0
15873,6.0
15874,6.0
15875,6.0
15876,6.0
15877,7.0
15878,6.0
15879,6.0
15880,7.0
15881,7.0
15882,6.0
15883,7.0
15884,7.0
15885,6.0
15886,6.0
15887,6.0
15888,6.0
15889,7.0
15890,6.0
15891,6.0
15892,6.0
15893,6.0
15894,6.0
15895,6.0
15896,6.0
15897,7.0
15898,6.0
15899,6.0
15900,6.0
15901,6.0
15902,6.0
15903,6.0
15904,6.0
15905,6.0
15906,6.0
15907,6.0
15908,7.0
15909,7.0
15910,7.0
15911,7.0
15912,6.0
15913,6.0
15914,6.0
15915,7.0
15916,6.0
15917,6.0
15918,6.0
15919,6.0
15920,6.0
15921,7.0
15922,6.0
15923,6.0
15924,6.0
15925,6.0
15926,7.0
15927,6.0
15928,7.0
15929,6.0
15930,6.0
15931,7.0
15932,7.0
15933,6.0
15934,7.0
15935,6.0
15936,6.0
15937,6.0
15938,6.0
15939,6.0
15940,7.0
15941,7.0
15942,6.0
15943,7.0
15944,6.0
15945,6.0
15946,6.0
15947,6.0
15948,7.0
15949,7.0
15950,7.0
15951,6.0
15952,6.0
15953,6.0
15954,7.0
15955,7.0
15956,7.0
15957,6.0
15958,7.0
15959,7.0
15960,6.0
15961,6.0
15962,7.0
15963,7.0
15964,6.0
15965,6.0
15966,6.0
15967,7.0
15968,6.0
15969,7.0
15970,7.0
15971,6.0
15972,7.0
15973,7.0
15974,6.0
15975,6.0
15976,7.0
15977,6.0
15978,6.0
15979,7.0
15980,6.0
15981,6.0
15982,7.0
15983,7.0
15984,6.0
15985,6.0
15986,6.0
15987,6.0
15988,6.0
15989,6.0
15990,6.0
15991,6.0
15992,7.0
15993,6.0
15994,6.0
15995,6.0
15996,7.0
15997,7.0
15998,7.0
15999,6.0
16000,7.0
16001,6.0
16002,6.0
16003,7.0
16004,6.0
16005,7.0
16006,6.0
16007,6.0
16008,6.0
16009,6.0
16010,7.0
16011,6.0
16012,6.0
16013,7.0
16014,6.0
16015,7.0
16016,6.0
16017,7.0
16018,7.0
16019,6.0
16020,6.0
16021,7.0
16022,6.0
16023,6.0
16024,6.0
16025,6.0
16026,6.0
16027,6.0
16028,7.0
16029,7.0
16030,7.0
16031,6.0
16032,6.0
16033,7.0
16034,6.0
16035,6.0
16036,7.0
16037,6.0
16038,7.0
16039,6.0
16040,7.0
16041,6.0
16042,6.0
16043,6.0
16044,7.0
16045,7.0
16046,7.0
16047,6.0
16048,6.0
16049,6.0
16050,6.0
16051,7.0
16052,6.0
16053,6.0
16054,6.0
16055,7.0
16056,6.0
16057,6.0
16058,6.0
16059,6.0
16060,6.0
16061,6.0
16062,6.0
16063,6.0
16064,7.0
16065,6.0
16066,6.0
16067,7.0
16068,6.0
16069,7.0
16070,6.0
16071,6.0
16072,6.0
16073,6.0
16074,6.0
16075,6.0
16076,6.0
16077,6.0
16078,6.0
16079,7.0
16080,6.0
16081,6.0
16082,7.0
16083,6.0
16084,6.0
16085,6.0
16086,6.0
16087,7.0
16088,7.0
16089,6.0
16090,6.0
16091,6.0
16092,6.0
16093,6.0
16094,6.0
16095,6.0
16096,6.0
16097,7.0
16098,7.0
16099,6.0
16100,6.0
16101,6.0
16102,6.0
16103,7.0
16104,6.0
16105,7.0
16106,6.0
16107,6.0
16108,7.0
16109,6.0
16110,6.0
16111,7.0
16112,6.0
16113,6.0
16114,6.0
16115,6.0
16116,6.0
16117,6.0
16118,6.0
16119,7.0
16120,6.0
16121,6.0
16122,6.0
16123,6.0
16124,6.0
16125,6.0
16126,6.0
16127,6.0
16128,6.0
16129,6.0
16130,6.0
16131,6.0
16132,7.0
16133,6.0
16134,6.0
16135,7.0
16136,6.0
16137,6.0
16138,6.0
16139,6.0
16140,7.0
16141,6.0
16142,6.0
16143,7.0
16144,6.0
16145,6.0
16146,6.0
16147,7.0
16148,6.0
16149,6.0
16150,6.0
16151,6.0
16152,7.0
16153,7.0
16154,6.0
16155,7.0
16156,6.0
16157,6.0
16158,6.0
16159,6.0
16160,6.0
16161,6.0
16162,6.0
16163,6.0
16164,6.0
16165,7.0
16166,7.0
16167,6.0
16168,6.0
16169,7.0
16170,6.0
16171,7.0
16172,7.0
16173,6.0
16174,7.0
16175,6.0
16176,7.0
16177,7.0
16178,6.0
16179,6.0
16180,6.0
16181,7.0
16182,7.0
16183,6.0
16184,7.0
16185,6.0
16186,6.0
16187,7.0
16188,6.0
16189,7.0
16190,7.0
16191,6.0
16192,6.0
16193,7.0
16194,6.0
16195,6.0
16196,6.0
16197,6.0
16198,6.0
16199,6.0
16200,7.0
16201,6.0
16202,7.0
16203,6.0
16204,7.0
16205,6.0
16206,7.0
16207,6.0
16208,6.0
16209,6.0
16210,7.0
16211,7.0
16212,7.0
16213,7.0
16214,7.0
16215,6.0
16216,6.0
16217,6.0
16218,6.0
16219,6.0
16220,6.0
16221,7.0
16222,6.0
16223,6.0
16224,6.0
16225,6.0
16226,6.0
16227,7.0
16228,7.0
16229,6.0
16230,7.0
16231,7.0
16232,7.0
16233,6.0
16234,7.0
16235,6.0
16236,7.0
16237,6.0
16238,6.0
16239,7.0
16240,6.0
16241,6.0
16242,6.0
16243,7.0
16244,6.0
16245,7.0
16246,6.0
16247,6.0
16248,7.0
16249,6.0
16250,7.0
16251,6.0
16252,7.0
16253,6.0
16254,7.0
16255,7.0
16256,7.0
16257,6.0
16258,6.0
16259,6.0
16260,6.0
16261,6.0
16262,7.0
16263,6.0
16264,6.0
16265,6.0
16266,6.0
16267,6.0
16268,7.0
16269,6.0
16270,6.0
16271,6.0
16272,6.0
16273,6.0
16274,6.0
16275,7.0
16276,7.0
16277,6.0
16278,7.0
16279,7.0
16280,7.0
16281,6.0
16282,6.0
16283,6.0
16284,6.0
16285,6.0
16286,6.0
16287,7.0
16288,6.0
16289,6.0
16290,7.0
16291,7.0
16292,6.0
16293,6.0
16294,6.0
16295,6.0
16296,6.0
16297,7.0
16298,6.0
16299,6.0
16300,7.0
16301,7.0
16302,6.0
16303,7.0
16304,6.0
16305,7.0
16306,6.0
16307,6.0
16308,6.0
16309,6.0
16310,6.0
16311,6.0
16312,7.0
16313,7.0
16314,6.0
16315,7.0
16316,6.0
16317,7.0
16318,6.0
16319,6.0
16320,6.0
16321,6.0
16322,7.0
16323,7.0
16324,6.0
16325,6.0
16326,6.0
16327,6.0
16328,7.0
16329,6.0
16330,7.0
16331,6.0
16332,6.0
16333,6.0
16334,6.0
16335,6.0
16336,6.0
16337,6.0
16338,7.0
16339,6.0
16340,7.0
16341,7.0
16342,6.0
16343,7.0
16344,6.0
16345,7.0
16346,6.0
16347,6.0
16348,7.0
16349,7.0
16350,7.0
16351,6.0
16352,6.0
16353,6.0
16354,6.0
16355,7.0
16356,6.0
16357,6.0
16358,6.0
16359,6.0
16360,6.0
16361,7.0
16362,6.0
16363,7.0
16364,6.0
16365,6.0
16366,6.0
16367,6.0
16368,7.0
16369,6.0
16370,7.0
16371,7.0
16372,6.0
16373,6.0
16374,7.0
16375,6.0
16376,6.0
16377,7.0
16378,6.0
16379,6.0
16380,6.0
16381,6.0
16382,6.0
16383,7.0
16384,6.0
16385,6.0
16386,6.0
16387,6.0
16388,6.0
16389,6.0
16390,7.0
16391,7.0
16392,7.0
16393,6.0
16394,7.0
16395,6.0
16396,7.0
16397,6.0
16398,6.0
16399,7.0
16400,7.0
16401,6.0
16402,6.0
16403,6.0
16404,6.0
16405,7.0
16406,6.0
16407,7.0
16408,6.0
16409,6.0
16410,6.0
16411,6.0
16412,6.0
16413,7.0
16414,7.0
16415,7.0
16416,6.0
16417,6.0
16418,6.0
16419,7.0
16420,6.0
16421,6.0
16422,7.0
16423,7.0
16424,7.0
16425,6.0
16426,6.0
16427,7.0
16428,6.0
16429,6.0
16430,7.0
16431,6.0
16432,6.0
16433,6.0
16434,6.0
16435,7.0
16436,7.0
16437,6.0
16438,7.0
16439,6.0
16440,6.0
16441,6.0
16442,6.0
16443,6.0
16444,7.0
16445,6.0
16446,7.0
16447,6.0
16448,6.0
16449,7.0
16450,6.0
16451,7.0
16452,6.0
16453,7.0
16454,6.0
16455,6.0
16456,7.0
16457,6.0
16458,6.0
16459,7.0
16460,6.0
16461,7.0
16462,6.0
16463,6.0
16464,7.0
16465,6.0
16466,7.0
16467,6.0
16468,6.0
16469,7.0
16470,6.0
16471,6.0
16472,6.0
16473,6.0
16474,6.0
16475,6.0
16476,6.0
16477,6.0
16478,7.0
16479,7.0
16480,6.0
16481,7.0
16482,7.0
16483,6.0
16484,6.0
16485,7.0
16486,7.0
16487,6.0
16488,6.0
16489,6.0
16490,6.0
16491,6.0
16492,6.0
16493,6.0
16494,6.0
16495,6.0
16496,7.0
16497,6.0
16498,7.0
16499,6.0
16500,6.0
16501,6.0
16502,7.0
16503,6.0
16504,7.0
16505,7.0
16506,6.0
16507,6.0
16508,7.0
16509,6.0
16510,7.0
16511,6.0
16512,6.0
16513,6.0
16514,7.0
16515,6.0
16516,6.0
16517,6.0
16518,6.0
16519,6.0
16520,6.0
16521,6.0
16522,6.0
16523,6.0
16524,7.0
16525,6.0
16526,7.0
16527,7.0
16528,7.0
16529,6.0
16530,7.0
16531,7.0
16532,7.0
16533,6.0
16534,6.0
16535,7.0
16536,7.0
16537,6.0
16538,7.0
16539,7.0
16540,6.0
16541,7.0
16542,6.0
16543,7.0
16544,6.0
16545,7.0
16546,6.0
16547,6.0
16548,6.0
16549,7.0
16550,7.0
16551,7.0
16552,6.0
16553,6.0
16554,6.0
16555,6.0
16556,6.0
16557,6.0
16558,6.0
16559,6.0
16560,6.0
16561,6.0
16562,7.0
16563,7.0
16564,6.0
16565,6.0
16566,6.0
16567,6.0
16568,7.0
16569,6.0
16570,7.0
16571,6.0
16572,6.0
16573,6.0
16574,7.0
16575,7.0
16576,6.0
16577,6.0
16578,7.0
16579,6.0
16580,6.0
16581,6.0
16582,6.0
16583,6.0
16584,6.0
16585,7.0
16586,7.0
16587,6.0
16588,6.0
16589,7.0
16590,6.0
16591,6.0
16592,6.0
16593,6.0
16594,6.0
16595,7.0
16596,7.0
16597,7.0
16598,6.0
16599,7.0
16600,7.0
16601,6.0
16602,6.0
16603,6.0
16604,6.0
16605,7.0
16606,6.0
16607,6.0
16608,6.0
16609,7.0
16610,7.0
16611,6.0
16612,6.0
16613,6.0
16614,6.0
16615,6.0
16616,6.0
16617,7.0
16618,6.0
16619,7.0
16620,6.0
16621,6.0
16622,6.0
16623,6.0
16624,6.0
16625,6.0
16626,7.0
16627,7.0
16628,6.0
16629,7.0
16630,6.0
16631,6.0
16632,7.0
16633,7.0
16634,6.0
16635,6.0
16636,7.0
16637,7.0
16638,6.0
16639,6.0
16640,6.0
16641,7.0
16642,7.0
16643,6.0
16644,7.0
16645,6.0
16646,7.0
16647,6.0
16648,6.0
16649,6.0
16650,6.0
16651,6.0
16652,6.0
16653,7.0
16654,6.0
16655,6.0
16656,6.0
16657,6.0
16658,6.0
16659,7.0
16660,7.0
16661,6.0
16662,6.0
16663,6.0
16664,6.0
16665,6.0
16666,6.0
16667,7.0
16668,7.0
16669,7.0
16670,7.0
16671,7.0
16672,6.0
16673,6.0
16674,7.0
16675,6.0
16676,7.0
16677,7.0
16678,6.0
16679,7.0
16680,6.0
16681,7.0
16682,7.0
16683,6.0
16684,6.0
16685,6.0
16686,6.0
16687,6.0
16688,7.0
16689,6.0
16690,6.0
16691,7.0
16692,6.0
16693,7.0
16694,6.0
16695,7.0
16696,6.0
16697,6.0
16698,6.0
16699,6.0
16700,6.0
16701,6.0
16702,7.0
16703,6.0
16704,6.0
16705,6.0
16706,7.0
16707,6.0
16708,7.0
16709,7.0
16710,7.0
16711,6.0
16712,6.0
16713,6.0
16714,7.0
16715,7.0
16716,6.0
16717,6.0
16718,6.0
16719,7.0
16720,6.0
16721,7.0
16722,7.0
16723,6.0
16724,7.0
16725,6.0
16726,6.0
16727,7.0
16728,7.0
16729,6.0
16730,6.0
16731,6.0
16732,7.0
16733,7.0
16734,6.0
16735,6.0
16736,6.0
16737,6.0
16738,6.0
16739,7.0
16740,7.0
16741,7.0
16742,7.0
16743,6.0
16744,6.0
16745,6.0
16746,6.0
16747,7.0
16748,7.0
16749,7.0
16750,6.0
16751,6.0
16752,6.0
16753,6.0
16754,6.0
16755,7.0
16756,6.0
16757,6.0
16758,6.0
16759,6.0
16760,6.0
16761,6.0
16762,6.0
16763,6.0
16764,6.0
16765,6.0
16766,7.0
16767,6.0
16768,6.0
16769,6.0
16770,6.0
16771,7.0
16772,6.0
16773,7.0
16774,7.0
16775,6.0
16776,7.0
16777,6.0
16778,6.0
16779,7.0
16780,6.0
16781,7.0
16782,6.0
16783,6.0
16784,6.0
16785,6.0
16786,6.0
16787,6.0
16788,6.0
16789,6.0
16790,6.0
16791,6.0
16792,6.0
16793,7.0
16794,7.0
16795,6.0
16796,6.0
16797,7.0
16798,7.0
16799,6.0
16800,6.0
16801,7.0
16802,6.0
16803,6.0
16804,6.0
16805,6.0
16806,6.0
16807,6.0
16808,6.0
16809,6.0
16810,7.0
16811,6.0
16812,7.0
16813,7.0
16814,7.0
16815,7.0
16816,7.0
16817,6.0
16818,6.0
16819,7.0
16820,6.0
16821,6.0
16822,7.0
16823,6.0
16824,7.0
16825,6.0
16826,7.0
16827,6.0
16828,6.0
16829,6.0
16830,7.0
16831,6.0
16832,7.0
16833,6.0
16834,7.0
16835,7.0
16836,6.0
16837,6.0
16838,6.0
16839,7.0
16840,7.0
16841,6.0
16842,6.0
16843,7.0
16844,6.0
16845,7.0
16846,6.0
16847,6.0
16848,6.0
16849,6.0
16850,7.0
16851,6.0
16852,6.0
16853,6.0
16854,6.0
16855,7.0
16856,6.0
16857,6.0
16858,7.0
16859,6.0
16860,6.0
16861,6.0
16862,7.0
16863,7.0
16864,7.0
16865,6.0
16866,7.0
16867,6.0
16868,7.0
16869,7.0
16870,6.0
16871,7.0
16872,6.0
16873,6.0
16874,7.0
16875,7.0
16876,7.0
16877,7.0
16878,6.0
16879,7.0
16880,6.0
16881,7.0
16882,6.0
16883,6.0
16884,6.0
16885,6.0
16886,7.0
16887,6.0
16888,7.0
16889,7.0
16890,7.0
16891,6.0
16892,6.0
16893,6.0
16894,7.0
16895,7.0
16896,7.0
16897,7.0
16898,6.0
16899,6.0
16900,6.0
16901,6.0
16902,6.0
16903,6.0
16904,6.0
16905,6.0
16906,6.0
16907,7.0
16908,6.0
16909,6.0
16910,6.0
16911,6.0
16912,6.0
16913,6.0
16914,6.0
16915,6.0
16916,6.0
16917,6.0
16918,6.0
16919,7.0
16920,6.0
16921,6.0
16922,6.0
16923,6.0
16924,7.0
16925,6.0
16926,6.0
16927,6.0
16928,6.0
16929,6.0
16930,6.0
16931,7.0
16932,7.0
16933,6.0
16934,7.0
16935,6.0
16936,7.0
16937,6.0
16938,6.0
16939,6.0
16940,7.0
16941,6.0
16942,7.0
16943,6.0
16944,6.0
16945,6.0
16946,6.0
16947,6.0
16948,6.0
16949,6.0
16950,6.0
16951,6.0
16952,6.0
16953,6.0
16954,7.0
16955,6.0
16956,6.0
16957,7.0
16958,6.0
16959,6.0
16960,6.0
16961,6.0
16962,6.0
16963,7.0
16964,6.0
16965,7.0
16966,6.0
16967,6.0
16968,7.0
16969,6.0
16970,6.0
16971,6.0
16972,6.0
16973,7.0
16974,6.0
16975,6.0
16976,7.0
16977,6.0
16978,7.0
16979,7.0
16980,6.0
16981,7.0
16982,6.0
16983,6.0
16984,7.0
16985,6.0
16986,6.0
16987,7.0
16988,7.0
16989,6.0
16990,6.0
16991,6.0
16992,6.0
16993,6.0
16994,6.0
16995,6.0
16996,7.0
16997,6.0
